BUDGET_TAX_MIDDLE_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TAX_RICH;Tax(Rich);Impts (classes suprieures);Steuern (Oberschicht);;Impuestos (ricos);;;;;;;;;x;;;;
BUDGET_TAX_RICH_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TOTAL_FUNDS;Total Funds;Fonds totaux;Gesamtmittel;;Total de fondos;;;;;;;;;x;;;;
BUDGET_TOTAL_DEBT;Total Debt;Dette totale;Gesamtschulden;;Total de deudas;;;;;;;;;x;;;;
BUDGET_TAKE_LOAN;Take Loan;Souscrire un emprunt;Darlehen aufnehmen;;Pedir prstamo;;;;;;;;;x;;;;
BUDGET_REPAY_LOAN;Repay Loan;Rembourser l'emprunt;Darlehen tilgen;;Devolver prstamo;;;;;;;;;x;;;;
BUDGET_DAILY_INCOME;Daily Income;Revenus quotidiens;Tageseinnahmen;;Ingresos diarios;;;;;;;;;x;;;;
BUDGET_DAILY_EXPENSES;Daily Expenses;Dpenses quotidiennes;Tagesausgaben;;Gastos diarios;;;;;;;;;x;;;;
BUDGET_MILITARY_COST;Military Costs;Cots arme;Militrkosten;;Militares;;;;;;;;;x;;;;
BUDGET_NATIONAL_STOCKPILE;National Stockpile;Rserves nationales;Nationaler Vorrat;;Reserva nacional;;;;;;;;;x;;;;
BUDGET_INDUSTRIAL_SUBSIDIES;Industrial Subsidies;Subventions industrielles;Industriezuschsse;;Subsidios industriales;;;;;;;;;x;;;;
BUDGET_TARIFFS;Tariffs;Droits de douane;Zlle;;Aranceles;;;;;;;;;x;;;;
BUDGET_DAILY_BALANCE;Projected Daily Balance;Bilan quotidien prvu;Voraussichtliche Tagesbilanz;;Balance diario previsto;;;;;;;;;x;;;;
BUDGET_GOLD_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_MIL_COST_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_NAT_STOCK_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_IND_SUP_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_EDUCATION_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_ADMIN_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_SOCIAL_SPEND_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_MIL_SPEND_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TARIFF_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TOTAL_FUNDS_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_BALANCE_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_DEBT_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_NATIONAL_BANK_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_INTEREST_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_CLOSE_WINDOW;Closes budget window;Ferme la fentre du budget;Schliet Haushaltfenster;;Cierra la ventana del presupuesto;;;;;;;;;x;;;;
BUDGET_TOTAL_EXPENSE;Total Expense: Y$VAL$W;Dpenses totales : Y$VAL$W;Gesamtausgaben: Y$VAL$W;;Gastos totales: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_SLIDER_ADMINISTRATION;Administration: Y$VAL$W;Administration : Y$VAL$W;Verwaltung: Y$VAL$W;;Administracin: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_EXPENSE_SLIDER_EDUCATION;Education: Y$VAL$W;ducation : Y$VAL$W;Bildung: Y$VAL$W;;Educacin: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_SLIDER_SOCIAL_SPENDING;Social Spending: Y$VAL$W;Dpenses sociales : Y$VAL$W;Sozialausgaben: Y$VAL$W;;Gastos sociales: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_SLIDER_MILITARY_SPENDING;Military Spending: Y$VAL$W;Dpenses militaires : Y$VAL$W;Wehretat: Y$VAL$W;;Gastos militares: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_INTEREST;Interest: Y$VAL$W;Intrts : Y$VAL$W;Zinsen: Y$VAL$W;;Intereses: Y$VAL$W;;;;;;;;;x;;;;
REMOVE_BUDGET_IMPORTS;Imports: Y$VAL$W;Importations : Y$VAL$W;Importe: Y$VAL$W;;Importaciones: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_SUPPLYCOSTS;Supply Costs: Y$VAL$W;Frais d'approvisionnement : Y$VAL$W;Versorgungskosten: Y$VAL$W;;Coste de suministros: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_TAX;Y$VAL$W;Y$VAL$W;Y$VAL$W;;Y$VAL$W;;;;;;;;;x;;;;
BUDGET_BASE_TAX;Base tax efficiency: Y$VAL$W%;Efficacit?fiscale de base : Y$VAL$W%;Grundsteuereffizienz: Y$VAL$W%;;Eficiencia impositiva bsica: Y$VAL$W%;;;;;;;;;x;;;;
BUDGET_TECH_TAX;From technology: Y$VAL$W%;Provenant de la technologie : Y$VAL$ %W;Aus Technologie: Y$VAL$W%;;De la tecnologa: Y$VAL$W%;;;;;;;;;x;;;;
BUDGET_STRATA_NEED;Y$VAL$W% are getting their $TYPE$;Y$VAL$%W reoivent leurs $TYPE$;Y$VAL$%W decken $TYPE$;;Y$VAL$W% reciben lo que necesitan ($TYPE$);;;;;;;;;x;;;;
BUDGET_STRATA_NO_NEED;Y$VAL$W% are getting none of their needs.;Y$VAL$%W n'ont aucun de leurs besoins satisfaits.;Y$VAL$%W bekommen nichts.;;Y$VAL$W% no reciben nada de lo que necesitan.;;;;;;;;;x;;;;
BUDGET_TOTAL_INCOME;Total Income: Y$VAL$W;Revenus totaux : Y$VAL$W;Gesamteinnahmen: Y$VAL$W;;Ingresos totales: Y$VAL$W;;;;;;;;;x;;;;
TAXES_POOR;Taxes Poor Strata: Y$VAL$W;Impts classes dfavorises : Y$VAL$W;Steuern - Unterschicht: Y$VAL$W;;Impuestos de la clase pobre: Y$VAL$W;;;;;;;;;x;;;;
TAXES_MIDDLE;Taxes Middle Strata: Y$VAL$W;Impts classes moyennes : Y$VAL$W;Steuern - Mittelschicht: Y$VAL$W;;Impuestos de la clase media: Y$VAL$W;;;;;;;;;x;;;;
TAXES_RICH;Taxes Rich Strata: Y$VAL$W;Impts classes suprieures : Y$VAL$W;Steuern - Oberschicht: Y$VAL$W;;Impuestos de la clase alta: Y$VAL$W;;;;;;;;;x;;;;
TARIFFS_INCOME;Tariffs: Y$VAL$W;Droits de douane : Y$VAL$W;Zlle: Y$VAL$W;;Aranceles: Y$VAL$W;;;;;;;;;x;;;;
REMOVE_BUDGET_EXPORTS;Exports: Y$VAL$W;Exportations : Y$VAL$W;Exporte: Y$VAL$W;;Exportaciones: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_GOLD;Gold: Y$VAL$W;Or : Y$VAL$W;Gold: Y$VAL$W;;Oro: Y$VAL$W;;;;;;;;;x;;;;
BUDGET_ADMIN_EFFICIENCY;Administrative efficiency: Y$PERC$%W;Efficacit?administrative : Y$PERC$%W;Verwaltungseffizienz: Y$PERC$%W;;Eficiencia de la administracin: Y$PERC$%W;;;;;;;;;x;;;;
BUDGET_ADMIN_EFFICIENCY_DESC;Y$PERC$%W of our population are YbureaucratsW.\nFor maximum administrative efficiency, we need at least Y$MAX$%W bureaucrats.W\n;Y$PERC$%W de notre population est compose de YbureaucratesW.\nPour une efficacit?administrative optimale, il nous faut au moins Y$MAX$%W de Wbureaucrates.W\n;Y$PERC$%W unserer Bevlkerung sind YBrokratenW.\nFr maximale Verwaltungsefficienz brauchen wir mindestens Y$MAX$%W Brokraten.W\n;;Y$PERC$%W de nuestra poblacin est?formada por YBurcratasW.\nPara tener la mxima eficiencia de la administracin, necesitamos al menos Y$MAX$%W Burcratas.W\n;;;;;;;;;x;;;;
ADM_EXPLAIN_DESC;This needed percentage is based on the following.\n;Ce pourcentage repose sur ce qui suit :\n;Dieser bentigte Prozentsatz basiert auf dem Folgenden:\n;;Este porcentaje se basa en lo siguiente.\n;;;;;;;;;x;;;;
SHADOWY_INVESTOR;Private Investors;Investisseurs privs;Private Investoren;;Inversores privados;;;;;;;;;x;;;;
GUNBOAT_ALERT;$COUNTRY$ has used their naval might to force us to pay back our loans with $VALUE$?per day.;$COUNTRY$ a eu recours ?sa puissance navale pour nous obliger ?rembourser nos emprunts, soit $VALUE$par jour.;$COUNTRY$ hat uns mit seiner Seemacht gezwungen, unsere Anleihen mit $VALUE$?tglich zurckzuzahlen.;;$COUNTRY$ ha usado su podero naval para obligarnos a devolver nuestros prstamos, a razn de $VALUE$?al da.;;;;;;;;;x;;;;
BUDGET_COUNTRY;Country;Pays;Land;;Pas;;;;;;;;;x;;;;
BUDGET_AMOUNT;Amount;Montant;Betrag;;Cant.;;;;;;;;;x;;;;
BUDGET_LOANS_TAKEN;Loans Taken;Emprunts souscrits;Aufgenommene Darlehen;;Prstamos recibidos;;;;;;;;;x;;;;
BUDGET_LOANS_GIVEN;Loans Given;Emprunts accords;Vergebene Darlehen;;Prstamos dados;;;;;;;;;x;;;;
DIPLOMATIC_BALANCE_DESC;Diplomatic Balance;Balance diplomatique;Einnahmen / Ausgaben aus Vertrgen;;Equilibrio diplomtico;;;;;;;;;x;;;;
BUDGET_LOAN_CANT_REPAY;We have no money to pay back loans with;Nous n'avons pas les moyens de rembourser nos emprunts.;Uns fehlt es an Geld, die Darlehen zurckzuzahlen an;;No tenemos dinero para pagar los prstamos;;;;;;;;;x;;;;
BUDGET_CANT_LOAN;No money available to you for loaning;Vous n'avez pas les moyens de prter de l'argent.;Kein Geld verfgbar zur Darlehensvergabe an;;No tienes dinero para prestar;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;x;;;;
WORLD_YEAR;The world $YEAR$ AD;Le monde en $YEAR$ apr. J.-C.;Die Welt im Jahre $YEAR$ n. Chr..;wiat AD $YEAR$;Ao $YEAR$ DC;Il mondo nell'anno $YEAR$ d.C.;A vilg - Kr. u. $YEAR$;Lta pn?$YEAR$;;;;;;x;;;;
FE_PLAYABLE_COUNTRIES;Playable Countries;Pays disponibles;Spielbare Lnder;;Pases disponibles;;;;;;;;;x;;;;
FE_COUNTRY;Country;Pays;Land;;Pas;;;;;;;;;x;;;;
FE_WARS;Wars:;Guerres :;Kriege:;;Guerras:;;;;;;;;;x;;;;
FE_POP;Pop.;Population;Bev.;;Pob.;;;;;;;;;x;;;;
FE_IDEOLOGY;Ideology;Idologie;Ideologie;;Ideologa;;;;;;;;;x;;;;
FE_INDUSTRY;Industry:;Industriel :;Industrie:;;Industria:;;;;;;;;;x;;;;
FE_PRESTIGE;Prestige:;Prestige :;Prestige:;;Prestigio:;;;;;;;;;x;;;;
FE_RANK;Rank;Rang;Rang;;Puesto;;;;;;;;;x;;;;
FE_SCORE;Score;Score;Punkte;;Puntos;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Savegame transfers;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
SAVE_PROG;Save progress: $VALUE$ %;Progression de la sauvegarde : $VALUE$%;Speicherfortschritt: $VALUE$ %;Postp zapisu: $VALUE$ %;Guardado completado: $VALUE$ %;Salva progressi: $VALUE$ %;Ments folyamaban: $VALUE$%;Uloit postup: $VALUE$ %;;;;;;x;;;;
TRANSERING_SAVE;Savegame transfer started...;Dbut du transfert de la sauvegarde...;Spielstand wird geladen ...;Rozpoczto transfer zapisanej gry...;Inicio de transferencia de datos guardados...;Trasferimento del salvataggio avviato...;Mentsttlts folyamatban?Zaalo ukldn?..;;;;;;x;;;;
LOADING_LOCAL_SAVE;Loading local savegame copy...;Chargement de la copie de sauvegarde locale...;Lokale Kopie des Spielstandes wird geladen ...;Wczytuj?kopi?zapisanej gry lokalnej...;Cargando copia local de datos guardados...;Caricamento copia salvataggio in locale in corso...;Helyi ments betltse?Nahrvn?mstn?uloen?hry...;;;;;;x;;;;
PLR_DISC;Player Y$NAME$W left the game.;Le joueur Y$NAME$W a quitt?la partie.;Spieler Y$NAME$W hat das Spiel verlassen.;Gracz $NAME$ opuci?gr?;El jugador Y$NAME$W ha abandonado el juego.;Il giocatore $NAME$ ha lasciato la partita.;$NAME$ elhagyta a jtkot.;Hr Y$NAME$W opustil hru.;;;;;;x;;;;
PLR_CONNECT;Player Y$NAME$W joined the game.;Le joueur Y$NAME$W a rejoint la partie.;Spieler Y$NAME$W ist dem Spiel beigetreten.;Gracz $NAME$ doczy?do gry.;El jugador Y$NAME$W se ha unido al juego.;Il giocatore $NAME$ partecipa alla partita.;$NAME$ csatlakozott a jtkhoz.;Hr Y$NAME$W se pipojil ke he.;;;;;;x;;;;
REVERT_SAVE_CAL;Reverting to default database.;Retour ?la base de donnes par dfaut.;Standard-Datenbank wird eingesetzt.;Powrt do domylnej bazy danych.;Volviendo a la base de datos por defecto.;Ripristino del database predefinito.;Visszatrs az eredeti adatbzishoz?Reverze na vchoz?databzi.;;;;;;x;;;;
SAVE_TRANSFER_DONE;Savegame transfer done.;Transfert de sauvegarde termin?;Transfer des Spielstandes beendet.;Dokonano transferu zapisanej gry.;Transferencia de datos guardados completada.;Trasferimento del salvataggio completato.;Mentsttlts ksz.;Penos uloen?hry ukonen.;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Loading texts;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
LOADING_MAP_SPRITES;Loading Map-Sprites...;Chargement des sprites de la carte...;Karten-Sprites werden geladen ...;Wczytywanie Map-Sprites...;Cargando graficos animados de mapas...;Caricamento Sprites mappa in corso...;Egysgek betltse?Nahrvn?zmenenin na map?..;;;;;;x;;;;
LOADING_GUI_DEF;Loading GUI Definitions...;Chargement des dfinitions GUI...;GUI-Definitionen werden geladen ...;Wczytywanie definicji interfejsu graficznego...;Cargando definiciones de IGU...;Caricamento definizioni GUI in corso...;GUI betltse?Nahrvn?definic rozhran?..;;;;;;x;;;;
LOADING_DATABASES;Loading Databases...;Chargement des bases de donnes...;Datenbanken werden geladen ...;Wczytywanie baz danych...;Cargando bases de datos...;Caricamento database in corso...;Adatbzis betltse?Nahrvn?databz?..;;;;;;x;;;;
LOADING_DATABASES2;Loading Databases II...;Chargement des bases de donnes II...;Datenbanken werden geladen II...;;Cargando bases de datos II...;;;;;;;;;x;;;;
INIT_MAP_LOGIC;Initialising Maplogic...;Initialisation Maplogic...;Karte wird initialisiert ...;Uruchamianie Maplogic...;Inicializando logica de mapa...;Inizializzazione Maplogic in corso...;Plyatvonalak tltse?Inicializace systmu map?;;;;;x;;;;
CREATING_CHKSUM;Creating Checksum...;Cration des sommes de contrle...;Checksumme wird erstellt ...;Tworzenie sumy kontrolnej...;Creando total de chequeos...;Creazione checksum in corso...;Ellenrz?sszeg ltrehozsa?Vytven?hodnot sout?..;;;;;;x;;;;
LOADING_HISTORY;Loading History Files...;Chargement des fichiers historiques...;Geschichtsdateien werden geladen ...;Wczytywanie plikw historycznych...;Cargando archivos de historia...;Caricamento file storia in corso...;Trtnelmi fjlok betltse?Nahrvn?soubor?s histori?..;;;;;;x;;;;
LOADING_SOUNDS;Loading Sounds...;Chargement des sons...;Sounddateien werden geladen ...;Wczytywanie dwikw...;Cargando sonidos...;Caricamento suoni in corso...;Hangok betltse?Nahrvn?zvuk?..;;;;;;x;;;;
PROC_FLAGS;Processing Flags...;Traitement des drapeaux...;Flaggen werden verarbeitet ...;Przetwarzanie flag...;Procesando banderas...;Elaborazione flag in corso...;Zszlk feldolgozsa?Zpracovn?vlajek...;;;;;;x;;;;
LOAD_FLAGS;Loading Flags...;Chargement des drapeaux...;Flaggen werden geladen ...;Wczytywanie flag...;Cargando banderas...;Caricamento flag in corso...;Zszlk betltse?Nahrvn?vlajek...;;;;;;x;;;;
LOAD_GFX;Loading Graphics...;Chargement des graphismes...;Grafiken werden geladen ...;Wczytywanie grafiki...;Cargando graficos...;Caricamento grafica in corso...;Grafikk betltse?Nahrvn?grafiky...;;;;;;x;;;;
CREATING_THE_WORLD;Creating the World...;Cration du monde victorien...;Die Welt wird erstellt ...;Tworzenie wiata...;Creando el mundo...;Creazione mondo in corso...;Vilg ltrehozsa?Vytven?svta...;;;;;;x;;;;
CREATING_TREES;Creating Trees...;Cration des arbres...;Baum-Sprites werden erstellt ...;Tworzenie drzew...;Creando arboles...;Creazione alberi in corso...;Fk ltrehozsa?Vytven?porost?..;;;;;;x;;;;
CREATING_BORDERS;Creating Borders...;Cration des frontires...;Grenzen werden erstellt ...;Tworzenie granic...;Creando fronteras...;Creazione confini in corso...;Orszghatrok ltrehozsa?Vytven?hranic...;;;;;;x;;;;
CREATING_RIVERS;Creating Rivers...;Cration des fleuves...;Fluss-Sprites werden erstellt ...;Tworzenie rzek...;Creando rios...;Creazione fiumi in corso...;Folyk ltrehozsa?Vytven?ek...;;;;;;x;;;;
MAP_PROPERLY_INIT;Map Properly Initialised...;Initialisation de la carte russie...;Karte korrekt initialisiert ...;Mapa uruchomiona prawidowo...;Mapa inicializado con exito...;Mappa inizializzata correttamente...;A plya betltve?Mapa byla sprvn?inicializovna...;;;;;;x;;;;
CREATING_PROVINCE;Creating Province #;Cration de province #;Erstellung der Provinz#;Tworzenie prowincji;Creando provincia #;Creazione provincia # in corso...;Provincia ltrehozsa?Vytven?provincie #;;;;;;x;;;;
CREATING_TEXTS;Creating Texts....;Cration des textes...;Texte werden erstellt ....;Tworzenie tekstw...;Creando textos....;Creazione testi in corso...;Szvegek ltrehozsa?Vytven?text?..;;;;;;x;;;;
LOAD_EVENTS;Loading Events...;Chargement des vnements...;Ereignisse werden geladen ...;Wczytywanie zdarze?..;Cargando eventos...;Caricamento eventi in corso...;Esemnyek betltse?Nahrvn?udlost?..;;;;;;x;;;;
ADAPTING_HISTORY;Adapting History...;Adaptation de l'Histoire...;Geschichte wird angepasst ...;Przystosowywanie historii...;Adaptando historia...;Adattamento storia in corso...;Trtnelmi fjlok betltse?Adaptace historie...;;;;;;x;;;;
CALC_PATHS;Calculating paths...\nThis may take several minutes.;Calcul des chemins...\nCela peut prendre plusieurs minutes.;Pfade werden berechnet ...\nDies kann einige Minuten dauern.;Obliczanie cieek...\nTo moe potrwa?kilka minut.;Calculando rutas...\nEsto puede llevar varios minutos.;Calcolo percorsi in corso... \nQuesta operazione potrebbe richiedere qualche minuto.;tvonalak kiszmtsa\n Ez nhny percet is ignybe vehet?Vpoet cest...\nTo m?e trvat nkolik minut.;;;;;;x;;;;
FE_TOGGLE;Quick Start;Dmarrage rapide;Schnellstart;;Inicio rpido;;;;;;;;;x;;;;
FE_TOGGLE_NORMAL;Custom Start;Dmarrage personnalis?Benutzerdefinierter Start;;Inicio personalizado;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Settings ;;;;;;;;;;;;;;x;;;;
FE_SETTING_DIPLOMACY;Diplomacy;Diplomatie;Diplomatie;;Diplomacia;;;;;;;;;x;;;;
FE_SETTING_PRODUCTION;Production;Production;Produktion;;Produccin;;;;;;;;;x;;;;
FE_SETTING_POLITICS;Politics;Politique;Politik;;Poltica;;;;;;;;;x;;;;
FE_SETTING_INTEL;Intelligence;Espionnage;Geheimdienst;;Inteligencia;;;;;;;;;x;;;;
FE_SETTING_TECHNOLOGY;Technology;Technologie;Technologie;;Tecnologa;;;;;;;;;x;;;;
FE_SETTING_UNITINTERFACE;Armies;Armes;Armeen;;Ejrcitos;;;;;;;;;x;;;;
DIFF_VERY_EASY;Very Easy;Trs facile;Sehr leicht;;Muy fcil;;;;;;;;;x;;;;
DIFF_EASY;Easy;Facile;Leicht;;Fcil;;;;;;;;;x;;;;
DIFF_NORMAL;Normal;Normal;Normal;;Normal;;;;;;;;;x;;;;
DIFF_HARD;Hard;Difficile;Schwer;;Difcil;;;;;;;;;x;;;;
DIFF_VERY_HARD;Very Hard;Trs difficile;Sehr schwer;;Muy difcil;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Misc ;;;;;;;;;;;;;;x;;;;
CORE_PAUSED;PAUSE;PAUSE;PAUSE;PAUZA;PAUSA;PAUSA;Sznet;PAUZA;;;;;;x;;;;
SM_SETTINGS;Settings;Paramtres;Einstellungen;Ustawienia;Configuracin;Impostazioni;Belltsok;Nastaven?;;;;;x;;;;
SM_GAME;Game;Jeu;Spiel;Gra;Juego;Partita;Jtk;Hra;;;;;;x;;;;
SM_VIDEO;Video;Affichage;Grafik;Grafika;Vdeo;Video;Vide?Grafika;;;;;;x;;;;
SM_AUDIO;Audio;Son;Sound;Dwik;Sonido;Audio;Hangok;Zvuk;;;;;;x;;;;
SM_CONTROLS;Controls;Commandes;Maus;Mysz;Controles;Comandi;Irnyts;Ovldn?;;;;;x;;;;
SM_MASTER_VOLUME;Master Volume;Volume principal;Hauptlautstrke;Gono oglna;Volumen principal;Volume generale;Hanger?Celkov?hlasitost;;;;;;x;;;;
SM_EFFECT_VOLUME;Effect Volume;Volume des effets sonores;Soundeffektlautstrke;Gono efektw;Volumen de los efectos;Volume effetti;Effektek hangereje;Hlasitost zvukovch efekt?;;;;;x;;;;
SM_MUSIC_VOLUME;Music Volume;Volume de la musique;Musiklautstrke;Gono muzyki;Volumen de la msica;Volume musica;Zene hangereje;Hlasitost hudby;;;;;;x;;;;
SM_SCROLL_SPEED;Scroll Speed;Vitesse de dfilement;Scrollgeschwindigkeit;Prdko przewijania;Velocidad de desplazamiento;Velocit?scorrimento;Grgets sebessge;Rychlost posouvn?;;;;;x;;;;
SM_ZOOM_SPEED;Zoom Speed;Vitesse du zoom;Zoomgeschwindigkeit;Prdko skalowania;Velocidad de zoom;Velocit?zoom;Nagyts sebessge;Rychlost zaostovn?;;;;;x;;;;
